"predictor","response"
9.14806043496355,2.37484283025032
9.37075413297862,0.522616425064577
2.86139534786344,-3.12250843890022
8.30447626067325,-0.582328173810993
6.41745518893003,2.64274398406056
5.19095949130133,2.52270382095031
7.36588314641267,-1.02322086872765
1.3466659723781,2.14443325174536
6.56992290401831,-5.1282935371432
7.05064784036949,4.73489012117323
4.5774177624844,3.60613213142237
7.19112251652405,1.77775365437928
9.34672247152776,1.76986617777921
2.55428824340925,1.29777099781943
4.62292822543532,1.78012855475721
9.40014522755519,4.71353773223972
9.78226428385824,2.29975327523272
1.17487361654639,-2.46884459149615
4.74997081561014,4.27530183836739
5.60332746244967,1.86164220830668
9.04031387297437,1.42757546170681
1.38710167724639,2.41308881849193
9.88891728920862,2.92775695252491
9.46668232558295,0.681506412321223
0.824375580996275,3.7473411920143
5.14211784349754,1.68170930888895
3.90203467104584,6.08714072857736
9.05738130910322,2.42816494061265
4.46969628101215,2.90727537878895
8.36004259996116,4.47637551627604
7.37595617771149,2.05888159419889
8.11055141268298,-0.941611469074653
3.88108282815665,3.15969917149787
6.85169729404151,-1.01951401237392
0.0394833879545331,5.03025125185307
8.32916080253199,3.22743147612194
0.0733414688147604,6.67303270271648
2.07658972823992,0.900009549026703
9.06601407798007,0.320889941855383
6.11778643447906,1.43502806585007
3.79559240536764,4.06743955377707
4.35771584976465,-1.37823355426246
0.374310328625143,4.34273832042239
9.73539913771674,1.31996972358054
4.31751248892397,0.715810540167046
9.57576596643776,-0.728060424469586
8.87754905503243,0.328703466044155
6.39978769468144,0.115349166574885
9.70966610359028,0.627119589180573
6.18838207330555,1.85415400403705
3.33427211269736,0.473983848190184
3.46748248208314,3.10008212666293
3.9848541142419,3.9751146506382
7.84692775690928,3.72268967762939
0.38936491124332,2.11140541696541
7.48795386170968,2.96042880542365
6.7727683018893,3.44189599841011
1.71264330390841,1.95189797827108
2.61087963823229,4.41957452282345
5.14412934659049,-0.0474457243551147
6.7560727451928,-1.41949601404166
9.82817197917029,-1.38573045120719
7.59544267551973,2.83473207796371
5.66488424083218,2.16958740131142
8.49689718568698,1.08800888668072
1.8947393540293,2.73615916957972
2.71286614704877,2.74449954607086
8.28158485237509,0.141000859221366
6.93204820388928,2.53695849724648
2.40544739644974,-0.195061251011043
0.429887960199267,5.37123614818502
1.40479094116017,2.39622075158524
2.1638541505672,5.44126894208232
4.79398564202711,0.406033008123683
1.97410342283547,6.54242975940304
